Topic,Source,Date Accessed,Question,Answer,Source:
Vaccine Brands,Food and Drug Administration,3/31/2021,What materials about the Pfizer-BioNTech COVID-19 Vaccine is FDA making available to vaccine providers and vaccine recipients?,"There is no scientific evidence to suggest that the vaccine could cause infertility in women. In addition, infertility is not known to occur as a result of natural COVID-19 disease, further demonstrating that immune responses to the virus, whether induced by infection or a vaccine, are not a cause of infertility. Reports on social media have falsely asserted that the vaccine could cause infertility in women and the FDA is concerned that this misinformation may cause women to avoid vaccination to prevent COVID-19, which is a potentially serious and life-threatening disease. SARS-CoV-2 is the virus that causes COVID-19. The symptoms of COVID-19 vary and are unpredictable; many people have no symptoms or only mild disease, while some have severe respiratory disease including pneumonia and acute respiratory distress syndrome (ARDS), leading to multi-organ failure and death. The Pfizer-BioNTech COVID-19 vaccine is a mRNA vaccine. It contains a small piece of the SARS-CoV-2 virus's genetic material that instructs cells in the body to make the virus's distinctive â€œspikeâ€ protein. After a person is vaccinated, their body produces copies of the spike protein, which does not cause disease, and triggers the immune system to learn to react defensively, producing an immune response against SARS-CoV-2. Contrary to false reports on social media, this protein is not the same as any involved in formation of the placenta.",
Vaccine Brands,Food and Drug Administration,3/31/2021,How will additional data on the effectiveness of the Pfizer-BioNTech COVID-19 Vaccine be obtained?,"The company has submitted a pharmacovigilance plan to FDA to monitor the safety of Pfizer-BioNTech COVID-19 Vaccine. The pharmacovigilance plan includes a plan to complete longer-term safety follow-up for participants enrolled in ongoing clinical trials. The pharmacovigilance plan also includes other activities aimed at monitoring the safety profile of the Pfizer-BioNTech COVID-19 vaccine and ensuring that any safety concerns are identified and evaluated in a timely manner.Responsibility for additional post-authorization vaccine safety monitoring will be shared primarily by FDA and the U.S. Centers for Disease Control and Prevention (CDC), along with other agencies involved in healthcare delivery. Post-authorization safety monitoring during the COVID-19 pandemic vaccination program will aim to continuously monitor the safety of COVID-19 vaccines to rapidly detect safety problems if they exist. There will be multiple, complementary systems in place with validated analytic methods that can rapidly detect signals for possible vaccine safety problems. The U.S. government has a well-established post-authorization/post-approval vaccine safety monitoring infrastructure that will be scaled up to meet the needs of a large-scale COVID-19 vaccination program. The U.S. government â€“ in partnership with health systems, academic centers, and private sector partners â€“ will use multiple existing vaccine safety monitoring systems to monitor COVID-19 vaccines in the post-authorization/approval period. Some of these systems are the Vaccine Adverse Event Reporting System (VAERS), the Vaccine Safety Datalink (VSD), the Biologics Effectiveness and Safety (BEST) Initiative, and Medicare claims data.",
Vaccine Brands,Food and Drug Administration,3/31/2021,How does the vaccine go from authorized for emergency use to licensed (approved)?,"Additional data on vaccine effectiveness will be generated from further follow-up of participants in clinical studies already underway before the EUA was issued, plus studies conducted by the manufacturer or by the U.S. government evaluating effectiveness of the vaccine as used under the EUA.",
Vaccine Brands,Food and Drug Administration,3/31/2021,"Does the FDA foresee any instance in which a vaccine might receive an EUA and not meet the criteria for a Biologics License Application (BLA)? If a product doesn't meet the BLA standard, does the EUA get revoked?","It is FDA's expectation that, following submission of an EUA request and issuance of an EUA, the manufacturer would continue to collect placebo-controlled data in any ongoing trials for as long as feasible to obtain additional safety and effectiveness information and would also work towards submission of a Biologics License Application (BLA) as soon as possible.",
Vaccine Brands,Food and Drug Administration,3/31/2021,How long will it take to get to a BLA? When does the clock start to get a BLA?,"If safety or effectiveness concerns arise with a vaccine under EUA, FDA has the authority to revoke the EUA. However, it is expected that the data supporting the EUA, together with those that will be collected during use of vaccine under EUA, and additional data collected from ongoing trials will be sufficient to support licensure (approval) of a vaccine authorized under EUA.",
Vaccine Brands,Food and Drug Administration,3/31/2021,What happens to other vaccines being studied?,We cannot predict how long it will take for the manufacturer to submit a Biologics License Application (BLA). There is no â€œclockâ€ for the submission of a BLA to FDA after issuance of an EUA or completion of clinical trials.,
Vaccine Brands,Food and Drug Administration,3/31/2021,Is it feasible to conduct placebo-controlled trials of COVID-19 vaccines after a vaccine is made available under an EUA?,FDA believes it is important for clinical trials for other COVID-19 vaccines to continue or initiate. It is important to have a portfolio of COVID-19 vaccines available to be able to vaccinate our population.,
Vaccine Brands,Food and Drug Administration,3/31/2021,Who made the decision to authorize the Pfizer-BioNTech COVID-19 Vaccine for emergency use?,"FDA believes it is feasible to conduct placebo-controlled trials of COVID-19 vaccines after another vaccine is made available under an EUA, especially if that vaccine is not available in sufficient quantity for everyone who wants to receive it. Additionally, it may be feasible to conduct trials where safety and effectiveness of one or more COVID-19 vaccines are evaluated against a comparator COVID-19 vaccine that has been authorized for use under an EUA.",
Vaccine Brands,Food and Drug Administration,3/31/2021,How are you going to educate the public about the safety and effectiveness of the the Pfizer-BioNTech COVID-19 Vaccine?,"FDA's career scientists and physicians in the Center for Biologics Evaluation and Research made a determination that the emergency use authorization request met the criteria for issuing an EUA. Our Chief Scientist, RADM Denise Hinton, signed the authorization.",
Vaccine Brands,Food and Drug Administration,3/31/2021,What other changes or updates were made to the letter of authorization for Pfizer-BioNTech COVID-19 Vaccine?,"FDA previously advised that it is acceptable to use every full dose obtainable from each vial (the sixth, or possibly even a seventh), pending resolution of the issue of how many full doses are obtainable per vial of Pfizer-BioNTech COVID-19 Vaccine.â€¯FDA also advised that any further product remaining that does not constitute a full dose should not be pooled from multiple vials to create one.Pfizer has submitted requests to FDA for the EUA to clarify the number of doses obtainable per vial of Pfizer-BioNTech COVID-19 vaccine. In order to provide flexibility to vaccine providers, FDA updated the Letter of Authorization for the EUA for the Pfizer-BioNTech COVID-19 Vaccine to remove reference to the number of doses contained in one vial after dilution. The Agency also updated the Fact Sheet for Healthcare Providers Administering Vaccine (Vaccination Providers) to note that, after dilution, one vial of Pfizer-BioNTech COVID-19 Vaccine contains six doses of 0.3 mL. This updated Fact Sheet for Vaccination Providers also notes that low dead-volume syringes and/or needles can be used to extract six doses from a single vial. If standard syringes and needles are used, there may not be sufficient volume to extract a sixth dose from a single vial.Given that the original Letter of Authorization noted that each vial contained 5 doses, we recognize that some vial labels and cartons may state that after dilution, a vial contains 5 doses of 0.3 mL. The information in the Fact Sheet regarding the number of doses per vial after dilution supersedes the number of doses stated on vial labels and cartons.Because the Pfizer-BioNTech COVID-19 vaccine does not contain preservative, it is critical to note that any further remaining product that does not constitute a full dose should not be pooled from multiple vials to create one dose. The updated information in the revised Fact Sheet for Vaccination Providers should address any questions or confusion about whether these additional full doses may be used.",
Vaccine Brands,Food and Drug Administration,3/31/2021,The reissued LOA also mentions that changes pertaining to safety monitoring were made to the Fact Sheet for Healthcare Providers Administering Vaccine Vaccination Providersand the Fact Sheet for Recipients and Caregivers. What were these changes?,The reissued LOA includes updated language (found at letter â€œTâ€ of the LOA) to clarify the instructions for reporting adverse events to the Vaccine Adverse Event Reporting System (VAERS).,
Vaccine Brands,Food and Drug Administration,3/31/2021,Why did FDA revise and issue a new LOA when the agency already posted information about the potential for extra doses in the vials?,"The Fact Sheet for Healthcare Providers Administering Vaccine (Vaccination Providers) was updated to include in the Warnings section reference to guidelines from the Centers for Disease Control and Prevention for monitoring Pfizer-BioNTech COVID-19 Vaccine recipients for the occurrence of immediate adverse reactions. This is in addition to the warning that appropriate medical treatment used to manage immediate allergic reactions must be immediately available in the event an acute anaphylactic reaction occurs following administration of Pfizer-BioNTech COVID-19 Vaccine. Severe allergic reactions have been reported following the Pfizer-BioNTech COVID-19 Vaccine during mass vaccination outside of the clinical trial setting.The Fact Sheet for Healthcare Providers Administering Vaccine (Vaccination Providers) was also updated to instruct vaccination providers to provide information about v-safe to vaccine recipients. V-safe is a new voluntary smartphone-based tool that uses text messaging and web surveys to check in with people who have been vaccinated to identify potential side effects after COVID-19 vaccination.The original Fact Sheet for Recipients and Caregivers informed vaccine recipients about a remote chance that the Pfizer-BioNTech COVID-19 Vaccine could cause a severe allergic reaction soon after vaccination. The Fact Sheet for Recipients and Caregivers was updated to inform vaccine recipients that because of the possibility of allergic reactions, their vaccination provider may ask them to stay at the place where they received their vaccine for monitoring after vaccination. The Fact Sheet for Recipients and Caregivers was also updated to provide information on v-safe.",
Vaccine Brands,Department of Health,3/31/2021,Which vaccine is the best?,"There is no straightforward answer to the question ""Which vaccine is the best."" To know more about the different vaccine brands available, visit the DOH website: https://doh.gov.ph/vaccines",
Vaccine Brands,Department of Health,3/31/2021,Which vaccine brand should I take?,"There is no straightforward answer to the question ""Which vaccine is the best?"" To know more about the different vaccine brands available, visit the DOH website: https://doh.gov.ph/vaccines",
Vaccine Brands,Department of Health,3/31/2021,Can i choose the brand of vaccine?,"There is no straightforward answer to the question ""Which vaccine is the best."" To know more about the different vaccine brands available, visit the DOH website: https://doh.gov.ph/vaccines",
Vaccine Brands,Department of Health,3/31/2021,What are the candidate vaccines that can become available once they pass FDA requirements and are granted EUA.,"Our current vaccine portfolio consists of eight vaccines - Pfizer-BioNTech, Oxford AstraZeneca, Sinovac CoronaVac, Gamaleya Sputnik V, Bharat BioTech, Moderna, Novavax, and Janssen. As of March 05, 2021, only Pfizer, AstraZeneca, and Sinovac have been issued an Emergency Use Authorization (EUA) by the Philippine FDA.",
Vaccine Brands,Department of Health,3/31/2021,Can a person decline the vaccination?,"Vaccination is not mandatory and anyone may opt to decline. Refusal to vaccination, however, will subject the vaccinee to a rescheduling process according to the prioritization framework for COVID-19 vaccination. For persons who will refuse vaccination onsite, reason/s for refusal may be documented using the informed consent form.

Note that for Sinovac, in accordance with the Philippine Food and Drug Administration (FDA) and interim National Immunization Technical Advisory Group (iNITAG) recommendations, healthcare frontliners reserve the right to choose and may refuse vaccination without losing his/her slot in the priority list.",
Vaccine Brands,Department of Health,3/31/2021,When will the covid-19 vaccine be available?,"The government is currently in the initial phase of vaccine rollout with the availability of Sinovac and AstraZeneca vaccines in the country. Likewise, the country is in the advanced stages of negotiations with the COVAX Facility and various other vaccine manufacturers.",
Vaccine Brands,Department of Health,3/31/2021,Are there enough vaccines for all filipinos?,"The prioritization framework for COVID-19 vaccination based on the WHO Strategic Advisory Group of Experts (SAGE) on Immunization, together with the recommendations of independent bodies of experts including the Interim National Immunization Technical Advisory Group (iNITAG) and the Technical Advisory Group (TAG), was formulated due to the limited global supply of COVID-19 vaccine products. With the guidance of this principle, the Philippine National Deployment and Vaccination Plan formulated strategies and contingencies to ensure the equitable distribution of vaccine products for all Filipinos.",https://doh.gov.ph/taxonomy/term/9973
Vaccine Brands,Department of Health,3/31/2021,How do we ensure that the public is protected from false advertisements or claims of vaccine availability and distribution?,"The Philippine Food and Drug Administration (FDA) is the government’s regulatory body for all medicines in the country. Information regarding products including vaccines may be accessed at the FDA website at https://www.fda.gov.ph/. It shall continuously provide advisories to the public based on their monitoring of products in the market. 

Intensified vaccine information campaigns and risk communication strategies are also presently in place to protect the public from misinformation.",https://doh.gov.ph/taxonomy/term/9973
Getting Vaccinated,Department of Health,3/31/2021,Do potential vaccine recipients need to undergo rt-pcr testing first before getting vaccinated?,RT-PCR testing for COVID-19 is not required prior to vaccine administration.,https://doh.gov.ph/taxonomy/term/9973
Getting Vaccinated,Department of Health,3/31/2021,"If a person experienced an anaphylactic reaction from the 1st dose of a specific vaccine brand, can they get another brand? if yes, how long should the interval be?","Based on the Philippine FDA EUA of available vaccines here in the Philippines, occurrence of anaphylactic reaction after the 1st dose of COVID-19 vaccine is not advised for the inoculation of the 2nd dose of that vaccine type. Additionally, interchangeability of vaccine products is not recommended due to limited availability of scientific evidence.",https://doh.gov.ph/taxonomy/term/9973
Vaccine Distribution,Department of Health,3/31/2021,"Which healthcare workers can serve as vaccinators (pharmacists, midwives, etc. ) and how will they be trained for this?","This will still be finalized with DOH, PRC, and concerned organizations. Details are still being finalized for training, should there be a need for these (i.e. for pharmacists who did not acquire vaccination skills in their undergraduate studies). Healthcare workers will be updated through their respective networks/channels on next steps regarding this.",https://doh.gov.ph/taxonomy/term/9973
Getting Vaccinated,Department of Health,3/31/2021,How will screening be conducted prior to vaccination?,"At the screening area, the personnel assigned shall scan the individual's QR or Unique Code before they are clinically assessed for COVID-19 symptoms, comorbidities, and other important clinical information. Contraindications and precautions stated in the EUA issued by the Philippine FDA shall be followed for all vaccines.

Specific health screening (e.g. age, allergy to vaccine components) may be adopted per vaccine and shall be issued in vaccine-specific guidelines. Likewise, health screening shall follow clinical practice guidelines of medical societies, which shall be regularly updated based on best available evidence.",https://doh.gov.ph/taxonomy/term/9973
Getting Vaccinated,Department of Health,3/31/2021,Who will conduct the screening prior to vaccination?,"Using both the VIMS Vaccination Post System (VPS) and hard copy of the screening form, health workers shall update the profile of potential vaccine recipients and determine whether or not they are eligible for vaccination.",https://doh.gov.ph/taxonomy/term/9973
Getting Vaccinated,Department of Health,3/31/2021,How long before vaccination should screening be done?,"Individuals not belonging to special populations, like those who are immunodeficient or senior citizens with special conditions (i.e. bedridden, in vegetative state, with limited life expectancy), may have their health profiling, provision of informed consent, and screening on the same day of vaccination. Otherwise, they shall first obtain medical clearance from their attending physicians to discuss vaccine-specific risks and benefits.",https://doh.gov.ph/taxonomy/term/9973
Getting Vaccinated,Department of Health,3/31/2021,What sites or areas will be designated as vaccination sites or implementing units for the vaccination program?,"Implementing units are those allowed to conduct vaccination activities. These are the following: a) hospitals, medical centers, infirmaries, b) rural health units, c) private clinics, and d) health facilities of government agencies.",https://doh.gov.ph/taxonomy/term/9973
Getting Vaccinated,Department of Health,3/31/2021,Who will be liable for and shoulder expenses related to adverse events following immunization?,"The government will have an indemnification fund for all those who will experience adverse effects or events following immunization. In cases of severe AEFIs, costs for hospitalization or management and treatment of the adverse events will be shouldered by the government through PhilHealth. PhilHealth coverage of hospitalization shall be in accordance with the rules and regulations of the National Health Insurance Program.",https://doh.gov.ph/taxonomy/term/9973
Getting Vaccinated,Department of Health,3/31/2021,Who will pay if i experience adverse events related to vaccination?,"The government will have an indemnification fund for all those who will experience adverse effects or events following immunization. In cases of severe AEFIs, costs for hospitalization or management and treatment of the adverse events will be shouldered by the government through PhilHealth. PhilHealth coverage of hospitalization shall be in accordance with the rules and regulations of the National Health Insurance Program.",https://doh.gov.ph/taxonomy/term/9973
Vaccine Distribution,Department of Health,3/31/2021,How can LGUs and private companies enter into a tripartite agreement for the procurement of vaccines? which office should they coordinate with?,Details on this will be part of the IRR of RA 11525 or An Act Establishing the COVID-19 Vaccination Program Expediting the Vaccine Procurement and Administration Process.,https://doh.gov.ph/taxonomy/term/9973
Vaccine Distribution,Department of Health,3/31/2021,"For LGUs and private companies entering into a tripartite agreement, is it true that they have to donate 1 vaccine to the national government for every 1 vaccine they procure?",Details on this will be part of the IRR of RA 11525 or An Act Establishing the COVID-19 Vaccination Program Expediting the Vaccine Procurement and Administration Process.,https://doh.gov.ph/taxonomy/term/9973
Vaccine Distribution,Department of Health,04/01/2021,Do we have to donate 50% of our private corporation's covid-19 vaccine?,Details on this will be part of the IRR of RA 11525 or An Act Establishing the COVID-19 Vaccination Program Expediting the Vaccine Procurement and Administration Process.,
Getting Vaccinated,Department of Health,3/31/2021,Will the vaccines be available in the pharmacy?,"Vaccines are not available yet for commercial purchases.. Only vaccines which have finished the phase 4 clinical trials are provided a Certificate of Product Registration (CPR) which would allow the vaccines to be commercially available. To date, most of the vaccines are still in Phase 3, hence, the purchase of vaccines must be done through the tripartite agreement with the national government and manufacturers.",https://doh.gov.ph/taxonomy/term/9973
Getting Vaccinated,Department of Health,04/01/2021,Can i buy vaccines at pharmacies?,"Vaccines are not available yet for commercial purchases.. Only vaccines which have finished the phase 4 clinical trials are provided a Certificate of Product Registration (CPR) which would allow the vaccines to be commercially available. To date, most of the vaccines are still in Phase 3, hence, the purchase of vaccines must be done through the tripartite agreement with the national government and manufacturers.",https://doh.gov.ph/taxonomy/term/9973
Getting Vaccinated,Department of Health,04/01/2021,Can i buy vaccines by myself?,"Vaccines are not available yet for commercial purchases.. Only vaccines which have finished the phase 4 clinical trials are provided a Certificate of Product Registration (CPR) which would allow the vaccines to be commercially available. To date, most of the vaccines are still in Phase 3, hence, the purchase of vaccines must be done through the tripartite agreement with the national government and manufacturers.",https://doh.gov.ph/taxonomy/term/9973
Vaccines General Info,Department of Health,3/31/2021,What can you do while waiting to get your vaccine?,"We urge the public to be more vigilant with the information found online. Let us make it a habit to fact check and verify with reliable sources (DOH Facebook page, DOH website, WHO website, PIA website) regarding new information. Continue observing the minimum public health standards to prevent further transmission of the virus.",
Vaccine Doses and Frequency,Department of Health,04/01/2021,When do I get the next dose after the first dose?,"Interval of doses varies per vaccine. For those currently available, Sinovac is taken 4 weeks (28 days) apart, while AstraZeneca is taken 4 to 12 weeks apart.",
Vaccine Doses and Frequency,Department of Health,04/01/2021,How many days is my next dose?,"Interval of doses varies per vaccine. For those currently available, Sinovac is taken 4 weeks (28 days) apart, while AstraZeneca is taken 4 to 12 weeks apart.",
Vaccine Doses and Frequency,Department of Health,04/01/2021,What is the interval of the first and second dose?,"Interval of doses varies per vaccine. For those currently available, Sinovac is taken 4 weeks (28 days) apart, while AstraZeneca is taken 4 to 12 weeks apart.",
Vaccine Info for Specific Groups,Department of Health,04/01/2021,Can kids get the vaccine?,"Results from Phase II and Phase III trials of COVID-19 vaccines are currently insufficient for the pediatric age group (<18 yrs old), limiting health experts from formulating any recommendations. Further studies will help in the future inclusion of children for vaccination.",https://doh.gov.ph/node/28403
Vaccine Info for Specific Groups,Department of Health,04/01/2021,Can children get the vaccine?,"Results from Phase II and Phase III trials of COVID-19 vaccines are currently insufficient for the pediatric age group (<18 yrs old), limiting health experts from formulating any recommendations. Further studies will help in the future inclusion of children for vaccination.",https://doh.gov.ph/node/28403
Vaccine Info for Specific Groups,Department of Health,04/01/2021,Is it safe for children?,"Results from Phase II and Phase III trials of COVID-19 vaccines are currently insufficient for the pediatric age group (<18 yrs old), limiting health experts from formulating any recommendations. Further studies will help in the future inclusion of children for vaccination.",https://doh.gov.ph/node/28403
Vaccine Info for Specific Groups,Department of Health,04/01/2021,What is the youngest age for the vaccine?,"Results from Phase II and Phase III trials of COVID-19 vaccines are currently insufficient for the pediatric age group (<18 yrs old), limiting health experts from formulating any recommendations. Further studies will help in the future inclusion of children for vaccination.",https://doh.gov.ph/node/28403
Getting Vaccinated,Department of Health,04/01/2021,"Someone is selling the vaccine to me, can i buy it?","No. Only vaccines which have finished the phase 4 clinical trials are provided a Certificate of Product Registration (CPR) which would allow the vaccines to be commercially available. To date, most of the vaccines are still in Phase 3, hence, the purchase of vaccines must be done through the tripartite agreement with the national government and manufacturers.",
Vaccine Info for Specific Groups,Department of Health,04/01/2021,Can it be given to hypertensive patients?,COVID-19 vaccine is safe and effective for those with hypertension to ensure that they will not be afllicted by severe cases of COVID-19. The protection of the vaccine is more beneficial compared to the possible side effecs. There is great benefit in terms of protection against COVID-19 for those with hypertension.,https://doh.gov.ph/node/28468
Vaccine Info for Specific Groups,Department of Health,04/01/2021,"I am hypertensive, can I take the vaccine?",COVID-19 vaccine is safe and effective for those with hypertension to ensure that they will not be afllicted by severe cases of COVID-19. The protection of the vaccine is more beneficial compared to the possible side effecs. There is great benefit in terms of protection against COVID-19 for those with hypertension.,https://doh.gov.ph/node/28468
Vaccine Info for Specific Groups,Department of Health,04/01/2021,"I have hypertension, can I take the vaccine?",COVID-19 vaccine is safe and effective for those with hypertension to ensure that they will not be afllicted by severe cases of COVID-19. The protection of the vaccine is more beneficial compared to the possible side effecs. There is great benefit in terms of protection against COVID-19 for those with hypertension.,https://doh.gov.ph/node/28468
Vaccine Info for Specific Groups,Department of Health,04/01/2021,I have allergies to food and medications. Can I get the vaccine?,"A patient who is allergic to the following may receive the vaccine:
-food or medicine
-inhalant/environmental allergens
-insect bites, or
-latex

Provided that their allergic reactions were not connected to the vaccine or its components.",https://doh.gov.ph/vaccines/info-for-specific-groups#
Vaccine Info for Specific Groups,Department of Health,04/01/2021,I had a reaction to another non-COVID vaccine. Can I get the vaccine?,"You must first consult with your doctor if you have experienced any allergic reactions/symptoms (within 6 hours) after you have received a different vaccine:
- rashes/itching
- swelling around the eyes
- difficulty of breathing
- anaphylaxis (severe allergic reaction)",https://doh.gov.ph/vaccines/info-for-specific-groups#
Vaccine Info for Specific Groups,Department of Health,04/01/2021,I have asthma. Can I get the vaccine?,"Patients with well-controlled asthma, whether on inhaled corticosteroids or not, can get the vaccine.

For senior citizens, this will depend on the vaccine. For those currently available, Sinovac can be given to clinically healthy individuals 18 to 59 years old, while AstraZeneca can be given to those 18 years old and above, including senior citizens.

DOH shall develop a Department Memorandum for every COVID vaccine to be deployed in the country and this DM shall indicate the target or recommended age groups per vaccine.",https://doh.gov.ph/vaccines/info-for-specific-groups#
Vaccine Info for Specific Groups,Department of Health,04/01/2021,I have allergic rhinitis. Can I get the vaccine?,"Patients with allergic rhinitis, whether on intranasal corticosteroids or not, may receive the COVID-19 vaccines.",https://doh.gov.ph/vaccines/info-for-specific-groups#
Vaccine Info for Specific Groups,Department of Health,04/01/2021,I have cancer. Can I get the vaccine?,"Patients with cancer and who are currently, or will be undergoing active chemotherapy may be vaccinated any time before and/or during chemotherapy sessions, if they have no other contraindications to the vaccine.

For those who are undergoing Hematopoietic Cell Transplantation (HCT) or Cellular Therapy, they should delay vaccination for at least 3 months after transplantation or therapy.",https://doh.gov.ph/vaccines/info-for-specific-groups#
Vaccine Info for Specific Groups,Department of Health,04/01/2021,I have diabetes. Can I get the vaccine?,"People with well-controlled comorbidities can get the vaccines.

These people may have an increased risk of getting severe COVID-19 and may benefit from the protection provided by the vaccines.

For senior citizens, this will depend on the vaccine. For those currently available, Sinovac can be given to clinically healthy individuals 18 to 59 years old, while AstraZeneca can be given to those 18 years old and above, including senior citizens.

DOH shall develop a Department Memorandum for every COVID vaccine to be deployed in the country and this DM shall indicate the target or recommended age groups per vaccine.",https://doh.gov.ph/vaccines/info-for-specific-groups#
Vaccine Info for Specific Groups,Department of Health,04/01/2021,I am immunocompromised and/or currently taking immunosuppressant medications. Can I get the vaccine?,"Immunocompromised persons falling under the following categories shall consult their physicians or a primary care provider to get clearance prior to vaccination.

a. Persons with autoimmune disease
b.Persons living with HIV
c. Persons with cancer or malignancy
d. Transplant patients
e. Persons who use steroids, if dose and duration of steroid use is more than 2 weeks or dose is higher than 20mg daily for prednisone
f. Persons who are elderly, bedridden, in a vegetative state, or with poor prognosis such as those with limited life expectancy of less than 6 months.
",https://doh.gov.ph/vaccines/info-for-specific-groups#
Vaccine Info for Specific Groups,Department of Health,04/01/2021,I have other conditions not mentioned here. Can I get the vaccine?,Consult first with your attending physician whether they would advise that you get the vaccine.,https://doh.gov.ph/vaccines/info-for-specific-groups#
Vaccine Info for Specific Groups,Department of Health,04/01/2021,Can breastfeeding women get the COVID-19 vaccine?,"Breastfeeding women can get any COVID-19 vaccine. Despite limited data on this, the World Health Organization states that if a breastfeeding woman is part of a group recommended for vaccination (for example, healthcare workers), vaccination can be offered. It is not recommended to discontinue breastfeeding before or after vaccination.",https://doh.gov.ph/vaccines/info-for-specific-groups#
Vaccine Info for Specific Groups,Department of Health,04/01/2021,Can pregnant women get the COVID-19 vaccine?,"Pregnancy is not a contraindication to getting the COVID-19 vaccine. Pregnant women can get the vaccine with precaution, given that there is limited data on pregnant women from clinical studies. If a pregnant woman is part of a group recommended for vaccination, vaccination can be offered. It is advised to get the vaccine after the 1st trimester of pregnancy.",https://doh.gov.ph/vaccines/info-for-specific-groups#
Vaccine Info for Specific Groups,Department of Health,04/01/2021,Can those planning to get pregnant get the COVID-19 vaccine?,Those planning to get pregnant may get the COVID-19 vaccine.,https://doh.gov.ph/vaccines/info-for-specific-groups#
Vaccine Info for Specific Groups,Department of Health,04/01/2021,"The government is currently in the initial phase of vaccine rollout with the availability of Sinovac and AstraZeneca vaccines in the country. Likewise, the country is in the advanced stages of negotiations with the COVAX Facility and various other vaccine manufacturers. For more information on the available vaccine brands in the Philippines, please visit DOH's website: https://doh.gov.ph/covid19vaccinestracker","No. A pregnancy test is not a requirement prior to COVID-19 vaccination. However, a pregnancy test may be done for those suspected to be pregnant (missed menses, or unsure of menses).",https://doh.gov.ph/vaccines/info-for-specific-groups#
Vaccines General Info,Department of Health,04/01/2021,How much will i have to pay?,Government will provide the vaccine for free. You do not need to pay for anything to be vaccinated.,https://doh.gov.ph/taxonomy/term/9804
Vaccines General Info,Department of Health,04/01/2021,Who gets the vaccine first?,"Since we need to ensure that our health system will be able to continuously care for all of us, medical frontliners will be the first to receive the vaccines.

This is to be followed by eligible senior citizens who are at greatest risk of severe infection or deaths. We know from our local data that COVID-19 is more dangerous for the elderly.

The sequence of who will be prioritized have been determined with the help of our experts.",https://doh.gov.ph/taxonomy/term/9804
Vaccines General Info,Department of Health,04/01/2021,When and where will i get vaccinated?,The national government is working in partnership with our local governments to get the vaccines to you. Your local government unit will arrange for the registration and scheduling of vaccination. You may contact your LGU for more information.,https://doh.gov.ph/taxonomy/term/9804
Vaccines General Info,Department of Health,04/01/2021,What to do before getting vaccinated?,"Informed Consent

While we wait for the vaccines to arrive, make sure you obtain accurate information only from the right sources. Ask only licensed medical professionals so that you are correctly advised regarding COVID-19 vaccination. Verify things you may have read or heard. It is only when you are armed with the right information can you rightfully decide yourself if you will be vaccinated.

Screening

Your health history will be crucial in determining whether you should get vaccinated or what vaccines are appropriate for you. It is therefore important that you take the health screening seriously.

Show up on the day of your screening and declare your complete medical history (e.g. allergies, risky behavior). The health care professional will only be able to assess you correctly if you provide the correct information. If you did not undergo screening, you will not be booked or scheduled for vaccination.",https://doh.gov.ph/taxonomy/term/9804
Vaccines General Info,Department of Health,04/01/2021,What to do on the day of vaccination?,"a.  Go to your assigned vaccination site on time - of course wearing your mask and face shield.
b.  Before getting your shot, you will sign an informed consent form signifying your willingness to be vaccinated and that you are aware of the benefits and risks of the vaccine.

Follow the minimum health standards protocols in your vaccination site to keep everyone safe (e.g. physical distancing appropriately).

c.  Immediately after being vaccinated, you will receive your vaccination card and you will be asked to stay in the facility for 1 hour before you can go home. This is to allow your health care providers to monitor if you will experience any unusual symptoms, or what we call adverse events.  Because we take safety seriously, monitoring will continue for until 12 months after you get your shot.",https://doh.gov.ph/taxonomy/term/9804
Vaccines General Info,Department of Health,04/01/2021,What to do after vaccination?,"You may experience some side effects, similar to having the flu but this should go away in a few days. Don’t worry, this is a normal sign that your body is building protection. In most cases, discomfort from fever or pain is normal but do contact your health care provider if the redness or tenderness where you got the shot increases after 24 hours or if your side effects are worrying you or do not seem to be going away after a few days.

It is important that you report to the health authorities so experts can study whether the adverse event was indeed a result of vaccination or a mere coincidence. We don’t want to worry the public unnecessarily.

Also, with most COVID-19 vaccines, you will need 2 shots in order for you to get the promised protection. Get the second shot even if you have side effects after the first shot, unless your healthcare provider tells you not to get a second shot.",https://doh.gov.ph/taxonomy/term/9804
Vaccines General Info,Department of Health,04/01/2021,How to continuously protect me and my family?,"Since it takes time for your body to build protection after any vaccination, you are only protected until a week or two after your second shot.  Even then, vaccines are just one of the many tools for us to stop the pandemic.

We all need to continue wearing masks, staying at least 1 meter away from others, avoiding crowds, and washing hands often to protect yourself and your family.",https://doh.gov.ph/taxonomy/term/9804
Vaccines General Info,Department of Health,04/01/2021,Authenticity and cold chain,"Know that only COVID-19 vaccines certified to be authentic and are transported under strict cold chain conditions are able to provide full protection for those who are vaccinated.

Vaccines are biological products and are sensitive - Counterfeit vaccines can jeopardize your health and safety; so can vaccines that have been transported in temperatures that are too hot or too cold.

So make sure you access your vaccines from trusted and legitimate sources who can assure you that the vaccines are produced by the real manufacturers and that it is kept at the right temperature all the way from the manufacturing plant to your arms.",https://doh.gov.ph/taxonomy/term/9804
